,Id,News_Headlines,Viral_Anticipated_News
4370,4370,Why didn't central teams visit states with higher cases than Bengal?: TMC,1191
4371,4371,"West Bengal writes to Centre, assures cooperation to central teams",1191
4372,4372,Govt making sanitiser for rich from poor people's share of rice: Rahul,1192
4373,4373,UP CM's 'Agra Model' will turn city into Wuhan: Akhilesh on Mayor's letter,1192
4374,4374,"Migrant workers are homesick, Centre must arrange for them to go home: Sena",1193
4375,4375,12 crore job losses in 1st phase of coronavirus lockdown: Sonia,1193
4376,4376,Pawar writes to PM on COVID-19 impact on Maharashtra; seeks 'generous' funds,1193
4377,4377,"Sonia writes to PM, suggests 5 steps to help MSMEs amid COVID-19 crisis",1193
4378,4378,"You can't have lockdown of people, lockout of economy: Sibal to govt",1193
4379,4379,J'khand fruit sellers told to remove 'VHP approved Hindu fruit store' banner,1193
4380,4380,4 Cong CMs demand financial help from Centre to fight COVID-19,1193
4381,4381,Shivraj Singh Chouhan expands Cabinet month after taking oath as MP CM,1193
4382,4382,Why govt not passing benefit of reduced oil prices: Congress,1193
4383,4383,You entered into accusatory mode to cover up failures: Bengal Governor to Mamata,1193
4384,4384,"Pawar condemns Palghar mob lynching, says no time to play politics",1193
4385,4385,Centre acted on our Covid-19 suggestions in miserly way: Sonia,1193
4386,4386,"I'm elected, you are nominated: WB CM Mamata to Governor",1193
4387,4387,"Criticism of China over COVID-19 a distraction, it did many things right: Gates",1194
4388,4388, Viral message forwards on WhatsApp drop 70% worldwide after new limits,1194
4389,4389,"Google starts making face shields, donates 49,000 units to healthcare staff",1194
4390,4390,10 lakh IT staff expected to work from home post lockdown: Infosys Co-founder,1194
4391,4391,"Apple, Google promise to shut COVID-19 tracker once containment ends",1194
4392,4392,B'luru hospital uses remote-controlled trolley to serve COVID-19 patients,1194
4393,4393,Amazon tests using video calls to screen sellers for frauds amid pandemic,1195
4394,4394,Coronavirus-hit economy to witness a V-shape recovery: Apple CEO to Trump,1195
4395,4395,"Germany backs Apple-Google COVID-19 tracker, ditches homegrown alternative",1195
4396,4396,Online auction of largest-ever whiskey collection witnesses cyber attack,1195
4397,4397,My 1st Apple Watch prototype was iPod nano strapped to band: Ex-design head,1195
4398,4398,Over 1 mn download Australia's COVID-19 tracing app despite privacy concerns,1195
4399,4399,Five ex-workers of Huawei were arrested for discussing Iran sale: NYT,1196
4400,4400,Record 12.3 mn participate in Travis Scott concert hosted on Fortnite,1196
4401,4401,Bitcoin for me is like poetry: Twitter CEO Jack Dorsey,1197
4402,4402,"Text bug with Italy flag, Sindhi characters crashes iOS devices: Report",1197
4403,4403,"Viral link on WhatsApp offers users free beer, Heineken calls it scam",1197
4404,4404,Google exec's son praises Zoom in front of thousands of employees on Meet,1197
4405,4405,Microsoft looking to invest in Paytm's $1 bn funding round: Reports,1197
4406,4406,Reliance JioMart launches WhatsApp order service for groceries in select cities,1198
4407,4407,Marine plastic pollution detected using satellite data: Study,1198
4408,4408,"Amazon to be fined $108,000 for every non-essential item it delivers in France",1199
4409,4409,Credit card records of millions exposed by New York startup: Reports,1199
4410,4410,Fan asks if Hrithik is smoking in pic with sons; actor replies 'I'm a non-smoker',1199
4411,4411,Kanika Kapoor issues 1st statement after recovering from coronavirus,1199
4412,4412,Kanika shares 1st pic from Lucknow home after statement on COVID-19 diagnosis,1199
4413,4413,"If Khan saab doesn't work, I don't get work: SRK's lookalike on actor's break",1199
4414,4414,"Akshay compared to Sonia & criticised for being 'Canadian', director defends him",1201
4415,4415,Was told I can't donate blood as I'm gay: COVID-19 survivor Cohen,1201
4416,4416,Aid we received amid lockdown not enough: Background dancer,1201
4417,4417,"Had approached Ayushmann, Kartik for 'Hungama 2': Director",1202
4418,4418,Cried after a man in India recognised me from Titanic: Kate,1202
4419,4419,Plea against Vir Das' 'Hasmukh' for allegedly maligning lawyers,1203
4420,4420,I'm so grateful you were born: Jessie on Tatum's 40th b'day,1203
4421,4421,Artist Zarina Hashmi passes away in London at the age of 83,1203
4422,4422,Extraction is biggest int'l debut I could dream of: Painyuli,1203
4423,4423,Indian designers say they don't style singers: Neha Bhasin,1203
4424,4424,It took me 3 years to get my Vogue cover: Kriti Sanon,1204
4425,4425,Didn't get any award by government after Ramayan: Arun Govil,1204
4426,4426,Last 2 yrs were quarantine for me anyway: Sonali on lockdown,1205
4427,4427,Deverakonda donates ₹1.3 cr to help needy amid coronavirus,1205
4428,4428,"I'm notoriously called Lara Paaji by Salman, Akshay: Lara",1205
4429,4429,"Chris Pratt, wife Katherine expecting first child together",1205
4430,4430,Dulquer apologises after 'Prabhakara' joke in film criticised,1205
4431,4431,Over 30 Tamil producers support films' direct online release,1205
4432,4432,I forced her into it: Sunny's husband Daniel on date night,1205
4433,4433,"BMW launches Contactless Experience, a digital-first purchase experience",1205
4434,4434,Automobile sales in India suffer worst slump in 2 decades amid COVID-19,1205
4435,4435,Tesla posts video showing how it's building ventilators with car parts,1205
4436,4436,Mahindra says it won't invest further in South Korean unit SsangYong,1205
4437,4437,Automobile manufacturers asked to make ventilators: Health Ministry,1205
4438,4438,"Detroit Auto Show cancelled, venue to be turned into a temporary field hospital",1205
4439,4439,"Video shows Tesla on Autopilot stopping at red light automatically, Musk retweets",1205
4440,4440,TVS acquires 122-year-old British motorcycle company Norton,1205
4441,4441,Tesla's Cybertruck can float for a while: Elon Musk,1206
4442,4442,BMW India CEO Rudratej Singh passes away at 46 after cardiac arrest,1206
4443,4443,Indian automakers seek 10% tax cut to boost demand hit by COVID-19,1206
4444,4444,Tata Motors' global sales fall by 35% in Q4 due to COVID-19,1206
4445,4445,"Hyundai provides COVID-19 testing kits that can diagnose 25,000 people to ICMR",1206
4446,4446,"Maruti Suzuki, Hyundai to supply ventilators, testing kits to fight COVID-19",1206
4447,4447,Maruti Suzuki reports 47% drop in March sales due to coronavirus,1206
4448,4448,SC gives carmakers 10-day window to sell BS-IV stock after lockdown ends,1206
4449,4449,Two Tesla employees test positive for COVID-19: Reports ,1207
4450,4450,Self-driving car startup Zoox to settle trade secret theft lawsuit with Tesla,1207
4451,4451,SoftBank to lead $300M-investment in Didi's self-driving unit: Report,1207
4452,4452,Tesla adds Japan's Govt Pension Investment Fund ex-CIO to board,1207
4453,4453,"Tesla to suspend production at US factories, cut salaries by 10-30%",1207
4454,4454,"Ford recalls 68,000 vehicles over rollaway risk",1207
4455,4455,Renault pulls out of venture with Dongfeng Motor in China over poor sales,1207
4456,4456,Maruti Suzuki cuts production by 32% in March,1207
4457,4457,"Thousands of livelihoods at risk, need urgent steps: FADA in letter to PM Modi",1209
4458,4458,You almost finished my son's career: Chris Broad told Yuvraj after his 6 sixes,1209
4459,4459,Umar Akmal banned from all forms of cricket for 3 years over corruption,1211
4460,4460,I'd still give him out: Gould on LBW decision against Sachin in Ind-Pak WC match,1211
4461,4461,Australia players won't be greedy in pay talks: Paine over COVID-19,1211
4462,4462,Tricky to train with same intensity amid lockdown: World no. 1 Barty,1211
4463,4463,We're appalled: Everton after Moise Kean seen partying amid lockdown,1212
4464,4464,"Chelsea opt against pay cut, tell players to donate to charity",1212
4465,4465,NBA to reopen training facilities in places with eased restrictions,1212
4466,4466,"Will go back to Italy, I have a contract with Milan: Zlatan Ibrahimovic",1212
4467,4467,"French GP 10th F1 race to be called off, British GP likely without fans ",1212
4468,4468,World no. 3 Thiem criticises fund to support lower-ranked tennis players,1212
4469,4469,Arsenal 1st Premier League side to resume players' training amid COVID-19,1212
4470,4470,East Bengal terminate players' contracts citing COVID-19 pandemic,1212
4471,4471,Disheartened to hear about domestic violence amid lockdown: Dhawan,1212
4472,4472,Total winner: Trump congratulates Triple H on his 25-year WWE anniversary,1212
4473,4473,T20 WC win would've brought generational shift: Ex-skipper Anjum,1212
4474,4474,"Dhoni's humility, gratitude sets him apart: Mohit Sharma",1212
4475,4475,How can India keep Ashwin out from shorter formats: Pak's Saqlain Mushtaq,1212
4476,4476,"Bowling to Kohli, Rohit will be a challenge at T20 WC: Pak's Haris Rauf",1212
4477,4477,Could've sent off Maradona even before game started: 1990 WC final referee,1212
4478,4478,"KL Rahul's bat auctioned for ₹2.64 lakh, Test jersey for ₹1.32 lakh",1214
4479,4479,Williamson reveals his pick for best batsmen at the moment ,1215
4480,4480,Harsha Bhogle reveals his all-time favourite Indian captain,1215
4481,4481,I ended up crying: Hima Das on meeting 'role model' Tendulkar,1215
4482,4482,We were fired through single e-mail without prior notice: Udaan contract staff,1215
4483,4483,"Amazon, Flipkart urge govt to allow sale of non-essential items during lockdown",1215
4484,4484,"Allow Amazon, Flipkart to sell fans, books: US-India advocacy body asks govt",1215
4485,4485,Amazon tests using video calls to screen sellers for frauds amid pandemic,1216
4486,4486,"Local is new global business plan, online-to-offline to be mainstream: Paytm CEO",1216
4487,4487,"Alphabet's Pichai makes ₹2,140 crore in 2019, over 1,000 times the median pay",1217
4488,4488,SoftBank to deploy funds from $13B unspent Vision Fund capital in India,1217
4489,4489,"Bira beer maker raises ₹150 crore from Sequoia, Belgium-based Sofina",1217
4490,4490,Trump says 'no $10B loan' for Postal Service unless it charges Amazon more,1218
4491,4491,IIT Madras-incubated ed-tech startup GUVI raises ₹6 crore,1218
4492,4492,"Mswipe not looking for buyer, has runway of over 36 months: Founder",1219
4493,4493,"Amazon donates over $300,000 to UK bookshops to help fight COVID-19",1219
4494,4494,China asks ByteDance to remove its work-from-home app: Report,1219
4495,4495,"Amazon to be fined $108,000 for every non-essential item it delivers in France",1220
4496,4496,Credit card records of millions exposed by New York startup: Reports,1220
4497,4497,Amazon India allows local stores to sell groceries on its platform,1220
4498,4498,Reliance JioMart launches WhatsApp order service for groceries in select cities,1221
4499,4499,"CAIT, DPIIT to launch e-comm portal for local stores amid COVID-19",1222
4500,4500,Tesla adds Japan's Govt Pension Investment Fund ex-CIO to board,1222
4501,4501,Microsoft looking to invest in Paytm's $1 bn funding round: Reports,1222
4502,4502,Amazon used its sellers' data to make competing products: Report,1222
4503,4503,Record 12.3 mn participate in Travis Scott concert hosted on Fortnite,1222
4504,4504,"We have to survive in crisis, can thrive later: Blume Ventures' Sanjay Nath",1222
4505,4505,BigBasket invests ₹2.67 cr in recently-acquired startup DailyNinja,1222
4506,4506,"Amazon, BigBasket, Grofers, MedLife celebrate spirit of delivery heroes",1222
4507,4507,Delaying vaccination can increase the risk of getting sick: WHO,1222
4508,4508,Asian Paints recreates 'Har Ghar Chup Chap Se Kehta Hai' ad film,1222
4509,4509,"Woman's breast implant deflects bullet away from her heart, saves her life",1222
4510,4510,My wife hates it when I work from home: Banksy shares graffiti from bathroom,1222
4511,4511,19 top executives pledge ₹300 cr for a B-school where CEOs will teach,1223
4512,4512,FLAME University admissions open for UG and PG programs for AY 2020,1225
4513,4513,4-inch-long knife removed from Chinese man's head 26 yrs after he was stabbed,1225
4514,4514,I think what would Mother Teresa do: Indian-origin man feeds 24k Kenyan families,1225
4515,4515,"Light aircraft lands on Canada highway, traffic continues to move; video surfaces",1225
4516,4516,You have to be someone to be insulted: Chetan Bhagat after Kunal Kamra trolls him,1225
4517,4517,Andhra policeman rides horse painted with pics of coronavirus,1225
4518,4518,68-year-old Nigerian woman gives birth to twins in her fourth IVF attempt,1225
4519,4519,Rushing to get tested for coronavirus: Man speeding Lamborghini at 160 kmph in Aus,1226
4520,4520,"3,000 square metre coronavirus-themed grass graffiti unveiled in Swiss Alps",1226
4521,4521,"Maharashtra couple dig well outside house in 21 days, find water at 25 feet",1226
4522,4522,'Rare' pair of sneakers made by Apple in 1990s auctioned for ₹7.3 lakh,1227
4523,4523,Lions nap on South African national park's road during lockdown; pics go viral,1227
4524,4524,"Couple gets married amid lockdown, families attend function via video conference",1227
4525,4525,What is the theme of World Health Day 2020?,1227
4526,4526,"Uttar Pradesh Minister gives hair-cut to children amid lockdown, shares video",1227
4527,4527,US cancels Spelling Bee for 1st time since WWII due to COVID-19,1228
4528,4528,"Rohtak court opens at night, man marries Mexican girl he met on a language app",1229
4529,4529,"Australian family recreates 15-hour flight in living room, shares pics",1229
4530,4530,"US reporter mistakenly turns on filters during Facebook live, video goes viral",1229
4531,4531,US woman watering plant for two years realises it is made of plastic,1231
4532,4532,People burn effigy based on theme of coronavirus for Holika Dahan in Mumbai ,1232
4533,4533,Hospital staff in US dances whenever a patient taken off ventilator; video viral,1232
4534,4534,"Brazil judge forgets camera is on during Zoom court hearing, appears shirtless",1232
4535,4535,"Mahindra shares video of bank worker taking cheque with cooking tongs, ironing it",1232
4536,4536,"'Pan Masala' delivered through drone in Gujarat during lockdown, 2 detained",1232
4537,4537,'Wash hands' seen written in sky above Sydney amid coronavirus scare,1233
4538,4538,Newspaper prints blank pages to help tackle toilet paper shortage in Australia,1233
4539,4539,Robots wearing robes attend graduation ceremony in Japan amid coronavirus pandemic,1233
4540,4540,Bride and groom get married over video call in Maharashtra amid lockdown,1233
4541,4541,Pandas mate for 1st time in 10 years in Hong Kong zoo amid coronavirus lockdown,1235
4542,4542,"UK woman shops in zorb ball to maintain social distance, video goes viral",1236
4543,4543,"Italian man wears cardboard disc to keep distance amid coronavirus, pics viral",1236
4544,4544,Newborn twins in Raipur named Corona and Covid,1236
4545,4545,UK man drives 193 km amid lockdown to buy '₹93 cheaper' bread; fined,1236
4546,4546,"Viral video shows pigeon flying in GoAir flight, passengers trying to catch it",1236
4547,4547,"ITBP troopers dressed as bear chase monkeys, video surfaces",1236
4548,4548,Effigy based on theme of coronavirus put up in Mumbai ahead of Holika Dahan,1236
4549,4549,People in Maharashtra exercise on streets after all gyms shut in state,1236
4550,4550,"Pilot draws heart shape in sky in Iceland to thank medical workers, pic surfaces",1238
4551,4551,UK couple exchange onion rings after wedding gets cancelled over coronavirus,1238
4552,4552,"Rohtak court opens at night, man marries Mexican girl he met on a language app",1239
4553,4553,"Australian family recreates 15-hour flight in living room, shares pics",1239
4554,4554,"US reporter mistakenly turns on filters during Facebook live, video goes viral",1239
4555,4555,US woman watering plant for two years realises it is made of plastic,1241
4556,4556,People burn effigy based on theme of coronavirus for Holika Dahan in Mumbai ,1242
4557,4557,Hospital staff in US dances whenever a patient taken off ventilator; video viral,1242
4558,4558,"Brazil judge forgets camera is on during Zoom court hearing, appears shirtless",1242
4559,4559,"Mahindra shares video of bank worker taking cheque with cooking tongs, ironing it",1242
4560,4560,"'Pan Masala' delivered through drone in Gujarat during lockdown, 2 detained",1242
4561,4561,'Wash hands' seen written in sky above Sydney amid coronavirus scare,1243
4562,4562,Newspaper prints blank pages to help tackle toilet paper shortage in Australia,1243
4563,4563,Robots wearing robes attend graduation ceremony in Japan amid coronavirus pandemic,1243
4564,4564,Bride and groom get married over video call in Maharashtra amid lockdown,1243
4565,4565,Pandas mate for 1st time in 10 years in Hong Kong zoo amid coronavirus lockdown,1245
4566,4566,"UK woman shops in zorb ball to maintain social distance, video goes viral",1246
4567,4567,"Italian man wears cardboard disc to keep distance amid coronavirus, pics viral",1246
4568,4568,Newborn twins in Raipur named Corona and Covid,1246
4569,4569,UK man drives 193 km amid lockdown to buy '₹93 cheaper' bread; fined,1246
4570,4570,"Viral video shows pigeon flying in GoAir flight, passengers trying to catch it",1246
4571,4571,"ITBP troopers dressed as bear chase monkeys, video surfaces",1246
4572,4572,Effigy based on theme of coronavirus put up in Mumbai ahead of Holika Dahan,1246
4573,4573,People in Maharashtra exercise on streets after all gyms shut in state,1246
4574,4574,"Pilot draws heart shape in sky in Iceland to thank medical workers, pic surfaces",1248
4575,4575,UK couple exchange onion rings after wedding gets cancelled over coronavirus,1248
4576,4576,"No new coronavirus case in 85 districts in 14 days; cases in India cross 28,000",1248
4577,4577,Discussed extending lockdown post May 3 in the state: Meghalaya CM after PM meet,1248
4578,4578,"58 active coronavirus cases in Gautam Buddha Nagar, green zones rise to 14",1248
4579,4579,"PM said spike in COVID-19 cases could happen in June, July: Chhattisgarh Minister",1248
4580,4580,Appeal to all to support Rajasthan's migrant workers returning home: CM,1248
4581,4581,"No. of containment zones down from 1,036 to 805 in Mumbai",1249
4582,4582,"Migrant workers are homesick, Centre must arrange for them to go home: Sena",1250
4583,4583,Details of procurement of COVID-19 equipment must be made public: Cong,1250
4584,4584,People from Haryana working in Delhi are 'corona-carriers': Haryana Minister,1250
4585,4585,Lakhs and lakhs can't be quarantined by govt: WB CM Mamata allows home quarantine,1250
4586,4586,Punjab policemen wear badge with name of Harjeet whose hand was chopped off in attack,1250
4587,4587,"1 cured of COVID-19 discharged, total cases now 3: Puducherry Minister",1250
4588,4588,PM announces COVID warriors website to connect people with local authorities,1250
4589,4589,"Endangered Ganges River Dolphins spotted in Uttar Pradesh, video surfaces",1250
4590,4590,"FB user says 'PM-backed firm' selling COVID-19 kits for ₹4,500, govt says fake news",1251
4591,4591,60 Indian doctors dance to song 'Happy' amid coronavirus pandemic; video viral,1251
4592,4592,Every 7th doctor in US is Indian and they're working as soldiers: AAPI Prez,1251
4593,4593,Won't lose a single rupee: Govt clarifies after cancelling Chinese rapid test kits,1251
4594,4594,KGMU becomes 1st govt hospital to launch plasma therapy for COVID-19,1252
4595,4595,UP CM's 'Agra Model' will turn city into Wuhan: Akhilesh on Mayor's letter,1252
4596,4596,"5 Northeast states coronavirus-free, no new cases in other 3: Jitendra Singh",1252
4597,4597,Tamil Nadu builds walls at Andhra border to block movement of vehicles,1252
4598,4598,ICMR asks states to stop using COVID-19 rapid test kits from 2 Chinese companies,1252
4599,4599,Imposing COVID cess on ultra-rich may make up for revenue loss: Kumaraswamy,1253
4600,4600,Have to give importance to economy along with fight against COVID-19: PM Modi,1253
4601,4601,"Sonia writes to PM, suggests 5 steps to help MSMEs amid COVID-19 crisis",1253
4602,4602,40% tax for those earning ₹1 cr to revive post COVID-19 economy: IRS officers,1254
4603,4603,India to fast-track Chinese investment approvals after FDI changes: Report,1254
4604,4604,10 lakh IT staff expected to work from home post lockdown: Infosys Co-founder,1254
4605,4605,Millions may be pushed into poverty if lockdown isn't lifted soon: Ex-RBI Guv,1254
4606,4606,Delhi's peak power demand falls up to 49% amid lockdown: Report,1254
4607,4607,Singapore coastline packed with oil tankers amid slump in oil consumption,1254
4608,4608,Made-in-India coronavirus vaccine could be ready in a year: Biocon MD,1254
4609,4609,CBDT never asked IRS officers for suggestions on COVID-19 situation: I-T Dept,1256
4610,4610,"CBI takes custody of DHFL's Kapil, Dheeraj Wadhawan from Satara",1256
4611,4611,"RBI announces ₹50,000 crore special liquidity facility for mutual funds",1257
4612,4612,"Tata Power, JSW Steel among companies seeking loan moratorium",1257
4613,4613,UK economy may take until 2023 to fully recover from COVID-19: EY ITEM Club,1257
4614,4614,"Tata Steel looking to get ₹4,718 cr bailout from UK government",1257
4615,4615,India should convert world’s hatred for China into economic opportunity: Gadkari ,1259
4616,4616,Reliance JioMart launches WhatsApp order service for groceries in select cities,1260
4617,4617,Billionaire Richard Branson looking for a buyer for Virgin Atlantic: Reports,1262
4618,4618,Boeing terminates $4.2 billion deal to buy 80% of Embraer,1262
4619,4619,Vodafone Idea will bounce back despite AGR stress: Bharti Infratel ,1262
4620,4620,Reliance Home Finance defaults on over ₹70 cr term loan repayment,1262
4621,4621,HDFC acquires 6.43% stake in Reliance Capital by invoking pledged shares,1262
4622,4622,About 328 entities opt for RBI's 3-month moratorium on loan repayment: ICRA,1263
4623,4623,"KKR-backed India Grid Trust seeks nearly ₹6,000 crore in solar assets",1263
4624,4624,"Criticism of China over COVID-19 a distraction, it did many things right: Gates",1264
4625,4625,Kim Jong-un is alive and well: S Korean govt adviser after reports of his death,1264
4626,4626,Hundreds call US hotline to ask if they can inject disinfectants after Trump's remark,1264
4627,4627,Coronavirus-hit economy to witness a V-shape recovery: Apple CEO to Trump,1264
4628,4628,Dolphins swim close to Turkey shore amid coronavirus lockdown,1264
4629,4629,"UK reports 413 coronavirus deaths in 24 hours, lowest daily death toll since March 31",1264
4630,4630,Six new symptoms of coronavirus added by US' health protection agency,1264
4631,4631,Pak cleric blames 'scantily dressed women' for coronavirus in presence of PM,1265
4632,4632,Saudi Arabia ends death penalty for those who committed crimes as minors,1266
4633,4633,Over 1 mn download Australia's COVID-19 tracing app despite privacy concerns,1266
4634,4634,Beijing bans 'uncivilised' behaviour amid coronavirus pandemic,1266
4635,4635,China sought out positive comments on handling of COVID-19: Germany,1266
4636,4636,Russia's military reports nearly 900 coronavirus cases,1266
4637,4637,India sends 1 lakh HCQ tablets to B'desh amid COVID-19 pandemic,1266
4638,4638,Nepal rescuers recover bodies of S Korean trekkers after 3 months,1266
4639,4639,"916 foreign workers test COVID-19 +ve in S'pore, cases cross 13,000",1266
4640,4640,Japan adds Russia and 13 others to entry ban list amid COVID-19,1266
4641,4641,US House Speaker Nancy Pelosi endorses Joe Biden for President,1267
4642,4642,"Russia reports 6,361 new COVID-19 cases, total cases exceed 80,000",1267
4643,4643,China confiscates 8.9 crore 'poor quality' face masks: Official,1267
4644,4644,Animals at two mink farms in Netherlands found coronavirus +ve,1268
4645,4645,Italy reports lowest daily coronavirus death toll since mid-March,1268
4646,4646,Yemeni separatists declare self-rule in country's south,1268
4647,4647,Violence increased in Afghanistan after US-Taliban peace deal: UN,1268
4648,4648,COVID-19 situation is bad in Agra: Priyanka shares Mayor's letter to UP CM,1268
4649,4649,Details of procurement of COVID-19 equipment must be made public: Cong,1268
4650,4650,Centre sent faulty coronavirus testing kits to Bengal: Mamata,1268
4651,4651,"Insensitive, inhuman: Rahul on Centre's freeze on DA over COVID-19",1268
4652,4652,Govt proving its incompetence by knee-jerk COVID-19 response: Yechury to PM,1268
4653,4653,IMCT means I Must Cause Trouble: O'Brien on central team's visit to WB,1268
4654,4654,Don't get revenue just by starting wine shops: Sena on Raj Thackeray's demand,1268
4655,4655,Imposing COVID cess on ultra-rich may make up for revenue loss: Kumaraswamy,1269
4656,4656,Why didn't central teams visit states with higher cases than Bengal?: TMC,1269
4657,4657,"West Bengal writes to Centre, assures cooperation to central teams",1269
4658,4658,Govt making sanitiser for rich from poor people's share of rice: Rahul,1270
4659,4659,UP CM's 'Agra Model' will turn city into Wuhan: Akhilesh on Mayor's letter,1270
4660,4660,"Migrant workers are homesick, Centre must arrange for them to go home: Sena",1271
4661,4661,12 crore job losses in 1st phase of coronavirus lockdown: Sonia,1271
4662,4662,Pawar writes to PM on COVID-19 impact on Maharashtra; seeks 'generous' funds,1271
4663,4663,"Sonia writes to PM, suggests 5 steps to help MSMEs amid COVID-19 crisis",1271
4664,4664,"You can't have lockdown of people, lockout of economy: Sibal to govt",1271
4665,4665,J'khand fruit sellers told to remove 'VHP approved Hindu fruit store' banner,1271
4666,4666,4 Cong CMs demand financial help from Centre to fight COVID-19,1271
4667,4667,Shivraj Singh Chouhan expands Cabinet month after taking oath as MP CM,1271
4668,4668,Why govt not passing benefit of reduced oil prices: Congress,1271
4669,4669,You entered into accusatory mode to cover up failures: Bengal Governor to Mamata,1271
4670,4670,"Pawar condemns Palghar mob lynching, says no time to play politics",1271
4671,4671,Centre acted on our Covid-19 suggestions in miserly way: Sonia,1271
4672,4672,"I'm elected, you are nominated: WB CM Mamata to Governor",1271
4673,4673,"Criticism of China over COVID-19 a distraction, it did many things right: Gates",1272
4674,4674, Viral message forwards on WhatsApp drop 70% worldwide after new limits,1272
4675,4675,"Google starts making face shields, donates 49,000 units to healthcare staff",1272
4676,4676,10 lakh IT staff expected to work from home post lockdown: Infosys Co-founder,1272
4677,4677,"Apple, Google promise to shut COVID-19 tracker once containment ends",1272
4678,4678,B'luru hospital uses remote-controlled trolley to serve COVID-19 patients,1272
4679,4679,Amazon tests using video calls to screen sellers for frauds amid pandemic,1273
4680,4680,Coronavirus-hit economy to witness a V-shape recovery: Apple CEO to Trump,1273
4681,4681,"Germany backs Apple-Google COVID-19 tracker, ditches homegrown alternative",1273
4682,4682,Online auction of largest-ever whiskey collection witnesses cyber attack,1273
4683,4683,My 1st Apple Watch prototype was iPod nano strapped to band: Ex-design head,1273
4684,4684,Over 1 mn download Australia's COVID-19 tracing app despite privacy concerns,1273
4685,4685,Five ex-workers of Huawei were arrested for discussing Iran sale: NYT,1274
4686,4686,Record 12.3 mn participate in Travis Scott concert hosted on Fortnite,1274
4687,4687,Bitcoin for me is like poetry: Twitter CEO Jack Dorsey,1275
4688,4688,"Text bug with Italy flag, Sindhi characters crashes iOS devices: Report",1275
4689,4689,"Viral link on WhatsApp offers users free beer, Heineken calls it scam",1275
4690,4690,Google exec's son praises Zoom in front of thousands of employees on Meet,1275
4691,4691,Microsoft looking to invest in Paytm's $1 bn funding round: Reports,1275
4692,4692,Reliance JioMart launches WhatsApp order service for groceries in select cities,1276
4693,4693,Marine plastic pollution detected using satellite data: Study,1276
4694,4694,"Amazon to be fined $108,000 for every non-essential item it delivers in France",1277
4695,4695,Credit card records of millions exposed by New York startup: Reports,1277
4696,4696,Fan asks if Hrithik is smoking in pic with sons; actor replies 'I'm a non-smoker',1277
4697,4697,Kanika Kapoor issues 1st statement after recovering from coronavirus,1277
4698,4698,Kanika shares 1st pic from Lucknow home after statement on COVID-19 diagnosis,1277
4699,4699,"If Khan saab doesn't work, I don't get work: SRK's lookalike on actor's break",1277
4700,4700,"Akshay compared to Sonia & criticised for being 'Canadian', director defends him",1279
4701,4701,Was told I can't donate blood as I'm gay: COVID-19 survivor Cohen,1279
4702,4702,Aid we received amid lockdown not enough: Background dancer,1279
4703,4703,"Had approached Ayushmann, Kartik for 'Hungama 2': Director",1280
4704,4704,Cried after a man in India recognised me from Titanic: Kate,1280
4705,4705,Plea against Vir Das' 'Hasmukh' for allegedly maligning lawyers,1281
4706,4706,I'm so grateful you were born: Jessie on Tatum's 40th b'day,1281
4707,4707,Artist Zarina Hashmi passes away in London at the age of 83,1281
4708,4708,Extraction is biggest int'l debut I could dream of: Painyuli,1281
4709,4709,Indian designers say they don't style singers: Neha Bhasin,1281
4710,4710,It took me 3 years to get my Vogue cover: Kriti Sanon,1282
4711,4711,Didn't get any award by government after Ramayan: Arun Govil,1282
4712,4712,Last 2 yrs were quarantine for me anyway: Sonali on lockdown,1283
4713,4713,Deverakonda donates ₹1.3 cr to help needy amid coronavirus,1283
4714,4714,"I'm notoriously called Lara Paaji by Salman, Akshay: Lara",1283
4715,4715,"Chris Pratt, wife Katherine expecting first child together",1283
4716,4716,Dulquer apologises after 'Prabhakara' joke in film criticised,1283
4717,4717,Over 30 Tamil producers support films' direct online release,1283
4718,4718,I forced her into it: Sunny's husband Daniel on date night,1283
4719,4719,"BMW launches Contactless Experience, a digital-first purchase experience",1283
4720,4720,Automobile sales in India suffer worst slump in 2 decades amid COVID-19,1283
4721,4721,Tesla posts video showing how it's building ventilators with car parts,1283
4722,4722,Mahindra says it won't invest further in South Korean unit SsangYong,1283
4723,4723,Automobile manufacturers asked to make ventilators: Health Ministry,1283
4724,4724,"Detroit Auto Show cancelled, venue to be turned into a temporary field hospital",1283
4725,4725,"Video shows Tesla on Autopilot stopping at red light automatically, Musk retweets",1283
4726,4726,TVS acquires 122-year-old British motorcycle company Norton,1283
4727,4727,Tesla's Cybertruck can float for a while: Elon Musk,1284
4728,4728,BMW India CEO Rudratej Singh passes away at 46 after cardiac arrest,1284
4729,4729,Indian automakers seek 10% tax cut to boost demand hit by COVID-19,1284
4730,4730,Tata Motors' global sales fall by 35% in Q4 due to COVID-19,1284
4731,4731,"Hyundai provides COVID-19 testing kits that can diagnose 25,000 people to ICMR",1284
4732,4732,"Maruti Suzuki, Hyundai to supply ventilators, testing kits to fight COVID-19",1284
4733,4733,Maruti Suzuki reports 47% drop in March sales due to coronavirus,1284
4734,4734,SC gives carmakers 10-day window to sell BS-IV stock after lockdown ends,1284
4735,4735,Two Tesla employees test positive for COVID-19: Reports ,1285
4736,4736,Self-driving car startup Zoox to settle trade secret theft lawsuit with Tesla,1285
